OBJECTID,tmk,tmk_txt,cty_tmk,majorowner,bigstowner,taxacres,landvalue,landexempt,bldgvalue,bldgexempt,pittcode,homeowner,gisacres,nhoodcode,qpub_link,ORIG_FID,x,y,lost,property_class
549,313003038,313003038,13003038,other,other,10.047,90200,32000,32600,32600,500,Y,10.08615576,1362-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130030380000,38516,-154.9084364,19.44143516,N,HOMEOWNER
550,313003040,313003040,13003040,other,other,67.07,346900,346900,217200,52000,500,N,70.53617164,1362-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130030400000,38517,-154.8979279,19.43472841,N,AGRICULTURAL
551,313003041,313003041,13003041,Kamehameha Schools,Kamehameha Schools,101.159,286400,0,0,0,500,N,105.3656046,L1000-3,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130030410000,38518,-154.8944255,19.44195315,N,AGRICULTURAL
552,312041118,312041118,12041118,other,other,0.1722,24900,0,64300,0,500,N,0.17129694,1234-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=120411180000,38520,-154.9264626,19.41329684,N,AGRICULTURAL
553,312041119,312041119,12041119,other,other,0.1722,24900,0,0,0,500,N,0.1677066,1234-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=120411190000,38521,-154.9266072,19.41320446,N,AGRICULTURAL
554,312009011,312009011,12009011,other,other,40,10000,0,0,0,500,N,40.38848799,1269-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=120090110000,38531,-154.9392471,19.41299871,N,AGRICULTURAL
555,312009012,312009012,12009012,Govt. State,Govt. State,133.33,290500,290500,0,0,500,N,135.3672861,L1000-2,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=120090120000,38532,-154.9339119,19.41420834,N,AGRICULTURAL
556,313003064,313003064,13003064,other,other,10.0001,27500,0,0,0,500,N,10.85297063,1362-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130030640000,38533,-154.8944653,19.43499978,N,AGRICULTURAL
557,313003063,313003063,13003063,other,other,10.0001,4200,0,0,0,500,N,10.95898531,1362-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130030630000,38534,-154.8953701,19.43236936,N,AGRICULTURAL
558,313003060,313003060,13003060,other,other,10.1513,4300,0,0,0,500,N,10.16161652,1362-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130030600000,38535,-154.8966264,19.43256539,N,AGRICULTURAL
559,312041029,312041029,12041029,other,other,0.1722,24900,0,0,0,500,N,0.16821062,1234-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=120410290000,38544,-154.9260079,19.41412706,N,AGRICULTURAL
560,313001046,313001046,13001046,other,other,7.536,88500,0,0,0,500,N,6.92194266,1364-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130010460000,38545,-154.9343028,19.42992439,N,AGRICULTURAL
561,313002096,313002096,13002096,other,other,0.273,28800,0,0,0,600,N,0.38909006,1331-6,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130020960000,38546,-154.8924478,19.41496541,N,CONSERVATION
562,313002098,313002098,13002098,other,other,0.326,30100,0,147700,75600,600,Y,0.26801503,1331-6,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130020980000,38547,-154.8929058,19.41453809,N,HOMEOWNER
563,313002099,313002099,13002099,Govt. State,Govt. State,80,320000,0,0,0,500,N,72.93372636,1362-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130020990000,38548,-154.9158195,19.41800049,N,AGRICULTURAL
564,313002124,313002124,13002124,other,other,8.969,254400,81400,61800,61800,500,Y,9.40813273,1323-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130021240000,38549,-154.8890374,19.42091044,N,HOMEOWNER
565,313002101,313002101,13002101,other,other,0.3149,28600,0,0,0,500,N,0.34057275,1323-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130021010000,38550,-154.8909918,19.41706094,N,AGRICULTURAL
566,313002102,313002102,13002102,other,other,0.2912,28300,0,0,0,500,N,0.34961071,1323-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130021020000,38551,-154.8917822,19.41632112,N,AGRICULTURAL
567,313002103,313002103,13002103,other,other,0.2906,28300,0,0,0,500,N,0.32314277,1323-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130021030000,38552,-154.8916387,19.41645717,N,AGRICULTURAL
568,313002104,313002104,13002104,other,other,0.3064,28500,0,75500,60800,500,Y,0.32723903,1323-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130021040000,38553,-154.8912804,19.41679177,N,HOMEOWNER
569,313002105,313002105,13002105,other,other,0.3191,28600,0,0,0,500,N,0.44984985,1323-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130021050000,38554,-154.8908493,19.4172155,N,AGRICULTURAL
570,313002141,313002141,13002141,other,other,1.493,66200,0,0,0,500,N,1.34284739,1323-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130021410000,38555,-154.8924896,19.41658752,N,AGRICULTURAL
571,313004064,313004064,13004064,other,other,0.1846,30400,0,0,0,500,N,0.18105713,1329-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130040640000,38556,-154.8849477,19.42750785,N,AGRICULTURAL
572,313004065,313004065,13004065,other,other,0.1787,30200,0,0,0,500,N,0.17833006,1329-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130040650000,38557,-154.8852573,19.42715153,N,AGRICULTURAL
573,313004066,313004066,13004066,other,other,0.1788,30200,0,0,0,500,N,0.17251313,1329-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130040660000,38558,-154.8850867,19.42760961,N,AGRICULTURAL
574,313004067,313004067,13004067,other,other,0.1733,30000,0,0,0,500,N,0.17125885,1329-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130040670000,38559,-154.8853884,19.4272625,N,AGRICULTURAL
575,313004068,313004068,13004068,other,other,0.1731,6400,4000,96600,96600,500,Y,0.1696279,1329-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130040680000,38560,-154.8852243,19.42771069,N,HOMEOWNER
576,313004069,313004069,13004069,other,other,0.2926,7300,7300,52600,52600,500,Y,0.3511966,1329-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130040690000,38561,-154.8856045,19.42743122,N,HOMEOWNER
577,313004070,313004070,13004070,other,other,0.2003,6600,100,51500,51500,500,Y,0.24001556,1329-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130040700000,38562,-154.8853904,19.42786267,N,HOMEOWNER
578,313004071,313004071,13004071,Govt. State,Govt. State,0.4,22700,22700,0,0,600,N,0.32750988,1331-6,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130040710000,38563,-154.8831925,19.42458985,N,CONSERVATION
579,313004072,313004072,13004072,other,other,0.8667,19600,0,116900,0,600,N,0.90640022,1331-6,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130040720000,38564,-154.8805399,19.42656717,N,CONSERVATION
580,313004073,313004073,13004073,other,other,1,2800,0,0,0,500,N,1.06659322,1323-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130040730000,38565,-154.8821031,19.42769762,N,AGRICULTURAL
581,313010015,313010015,13010015,other,other,3.871,77400,0,0,0,500,N,5.15487784,1363-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130100150000,38568,-154.9369448,19.43859662,N,AGRICULTURAL
582,313010016,313010016,13010016,other,other,4.708,39600,0,153900,118700,500,Y,5.7883495,1363-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130100160000,38569,-154.9348598,19.43858138,N,HOMEOWNER
583,313010017,313010017,13010017,other,other,4.235,27900,27900,89200,89200,500,Y,4.28673662,1363-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130100170000,38570,-154.9341466,19.43757173,N,HOMEOWNER
584,313003058,313003058,13003058,other,other,10.883,50800,0,170400,0,500,N,11.21280657,1362-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130030580000,38571,-154.882766,19.43088457,N,AGRICULTURAL
585,313002113,313002113,13002113,other,other,3.326,61500,0,0,0,500,N,3.8390808,1364-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130021130000,38572,-154.9309628,19.42616073,N,AGRICULTURAL
586,313002027,313002027,13002027,other,other,11.047,43700,0,234600,0,500,N,9.1447765,1362-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130020270000,38573,-154.9296963,19.42652823,N,AGRICULTURAL
587,313006005,313006005,13006005,other,other,2.21,29800,0,0,0,500,N,1.8406755,1353-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130060050000,38574,-154.9138986,19.43955173,N,AGRICULTURAL
588,313003018,313003018,13003018,other,other,34.478,231100,0,0,0,500,N,29.50431819,1362-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130030180000,38575,-154.909092,19.43876089,N,AGRICULTURAL
589,313003020,313003020,13003020,other,other,2.025,6100,0,8900,0,500,N,1.97934986,1353-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130030200000,38576,-154.8813928,19.42809433,N,AGRICULTURAL
590,312009010,312009010,12009010,other,other,71.96,18000,0,0,0,500,N,73.69444475,1269-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=120090100000,38577,-154.9385789,19.40922427,N,AGRICULTURAL
591,313003011,313003011,13003011,other,other,47.7,20400,600,27100,27100,500,N,56.73203672,1362-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130030110000,38578,-154.8910135,19.43169007,N,AGRICULTURAL
592,313003012,313003012,13003012,other,other,51,21300,0,0,0,500,N,55.49098782,1362-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130030120000,38579,-154.8931019,19.43329363,N,AGRICULTURAL
593,313001094,313001094,13001094,other,other,20.891,182800,0,0,0,500,N,22.51106842,1362-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130010940000,38610,-154.9205941,19.4429411,N,AGRICULTURAL
594,313002073,313002073,13002073,other,other,6.137,200600,0,549900,0,500,N,5.6844213,1323-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130020730000,38611,-154.8904512,19.41866199,N,HOMEOWNER
595,313002119,313002119,13002119,other,other,6.937,215800,0,0,0,500,N,6.42491276,1323-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130021190000,38612,-154.8932395,19.42021218,N,AGRICULTURAL
596,313002116,313002116,13002116,other,other,4.516,169800,67900,7600,7600,500,Y,4.36938533,1323-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130021160000,38613,-154.8909899,19.41812457,N,AGRICULTURAL
597,313002118,313002118,13002118,other,other,3.32,134600,0,0,0,500,N,3.12707222,1323-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130021180000,38614,-154.8923361,19.41918954,N,AGRICULTURAL
598,313001026,313001026,13001026,other,other,48.992,282700,132100,12800,7000,500,N,49.08191756,1362-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130010260000,38619,-154.9223412,19.44123556,N,AGRICULTURAL
599,313001028,313001028,13001028,other,other,3.454,32700,0,0,0,500,N,3.48797355,1353-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130010280000,38620,-154.9218661,19.43854774,N,AGRICULTURAL
600,313001030,313001030,13001030,other,other,1,15900,0,0,0,500,N,1.06090261,1353-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130010300000,38621,-154.9351064,19.42455407,N,AGRICULTURAL
601,313001033,313001033,13001033,other,other,3,56000,0,0,0,500,N,3.23617571,1364-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130010330000,38622,-154.9334246,19.4261857,N,AGRICULTURAL
602,313001074,313001074,13001074,other,other,2.442,23300,23300,0,0,500,N,2.47209049,1364-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130010740000,38623,-154.943138,19.43822387,N,AGRICULTURAL
603,313001011,313001011,13001011,other,other,1.6,32500,0,0,0,500,N,1.98323041,1353-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130010110000,38624,-154.9303543,19.42813739,N,AGRICULTURAL
604,313001012,313001012,13001012,other,other,24.456,195400,0,0,0,500,N,25.47677583,1362-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130010120000,38625,-154.9338902,19.4316033,N,AGRICULTURAL
605,313003066,313003066,13003066,other,other,10.804,124900,0,0,0,500,N,10.95746172,1362-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130030660000,38626,-154.9071971,19.43563676,N,AGRICULTURAL
606,313003065,313003065,13003065,other,other,10.502,125400,0,0,0,500,N,10.66276913,1362-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130030650000,38627,-154.9064888,19.43759005,N,AGRICULTURAL
607,313002094,313002094,13002094,other,other,0.265,28600,0,0,0,600,N,0.36922838,1331-6,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130020940000,38628,-154.89222,19.41512613,N,CONSERVATION
608,313002095,313002095,13002095,other,other,0.4182,29700,0,104000,0,500,N,0.37834881,1323-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130020950000,38629,-154.8921264,19.41590912,N,AGRICULTURAL
609,313002131,313002131,13002131,other,other,0.3848,29300,0,0,0,500,N,0.39675135,1323-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130021310000,38630,-154.8933173,19.4149649,N,AGRICULTURAL
610,313002135,313002135,13002135,other,other,0.4472,30000,0,0,0,500,N,0.36674999,1323-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130021350000,38631,-154.8923656,19.41574173,N,AGRICULTURAL
611,313002134,313002134,13002134,other,other,0.466,30200,0,0,0,500,N,0.41025209,1323-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130021340000,38632,-154.8926191,19.41556557,N,AGRICULTURAL
612,313002133,313002133,13002133,other,other,0.4164,29700,0,0,0,500,N,0.32249517,1323-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130021330000,38633,-154.8928619,19.41539755,N,AGRICULTURAL
613,313002132,313002132,13002132,other,other,0.3761,29200,0,0,0,500,N,0.34147696,1323-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130021320000,38634,-154.8931659,19.41515269,N,AGRICULTURAL
614,313003062,313003062,13003062,other,other,10.1511,4300,0,0,0,500,N,9.11649958,1362-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130030620000,38644,-154.8950818,19.43703686,N,AGRICULTURAL
615,313003061,313003061,13003061,other,other,10.1511,144600,0,0,0,500,N,9.71652088,1362-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130030610000,38645,-154.8958938,19.43469028,N,AGRICULTURAL
616,313006010,313006010,13006010,other,other,1,28700,0,0,0,500,N,1.11103484,1353-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130060100000,38646,-154.9155667,19.440352,N,AGRICULTURAL
617,313002097,313002097,13002097,other,other,3.011,90500,0,38500,0,500,N,2.91335742,1323-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130020970000,38647,-154.8921553,19.41741636,N,HOMEOWNER
618,313002136,313002136,13002136,other,other,3,122600,0,0,0,500,N,2.90344773,1323-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130021360000,38648,-154.8926044,19.41781622,N,AGRICULTURAL
619,313002137,313002137,13002137,other,other,3.089,125900,0,0,0,500,N,3.00601595,1323-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130021370000,38649,-154.8929946,19.41870222,N,AGRICULTURAL
620,313002138,313002138,13002138,other,other,3,122600,0,0,0,500,N,2.87640183,1323-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130021380000,38650,-154.8935941,19.41815872,N,AGRICULTURAL
621,313002139,313002139,13002139,other,other,3.211,130500,0,0,0,500,N,3.09352797,1323-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130021390000,38651,-154.8939931,19.4189812,N,AGRICULTURAL
622,313002093,313002093,13002093,other,other,1.95,46400,0,214600,0,500,N,1.9908111,1323-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130020930000,38652,-154.8869347,19.42328527,N,AGRICULTURAL
623,313001013,313001013,13001013,other,other,5.907,2900,0,115000,103600,500,N,6.80537491,1364-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130010130000,38653,-154.9279052,19.43130795,N,AGRICULTURAL
624,313001014,313001014,13001014,other,other,26.394,94600,0,261100,111100,500,Y,29.49016557,1362-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130010140000,38654,-154.9302373,19.43167317,N,HOMEOWNER
625,313001003,313001003,13001003,other,other,25.665,135800,0,0,0,500,N,23.23178686,1362-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130010030000,38655,-154.9495301,19.42838026,N,AGRICULTURAL
626,313001004,313001004,13001004,other,other,6.6,54600,0,0,0,500,N,9.42734455,1364-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130010040000,38656,-154.9510433,19.42999051,N,AGRICULTURAL
627,313001005,313001005,13001005,other,other,16,66100,0,0,0,500,N,15.90217967,1362-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130010050000,38657,-154.9335653,19.42488194,N,AGRICULTURAL
628,313007026,313007026,13007026,Govt. State,Govt. State,81.5,2031100,2031100,3000,3000,600,N,85.85865224,1331-6,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130070260000,38658,-154.8645115,19.43809062,N,CONSERVATION
629,313041045,313041045,13041045,other,other,1,18000,0,0,0,500,N,0.99600808,1321C-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130410450000,38659,-154.933394,19.4667823,N,AGRICULTURAL
630,313035044,313035044,13035044,other,other,1,15000,0,0,0,500,N,1.01642321,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130350440000,38660,-154.9121253,19.4668366,N,AGRICULTURAL
631,313035045,313035045,13035045,other,other,1,15000,0,161000,0,500,N,1.01550296,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130350450000,38661,-154.9121502,19.46656044,N,HOMEOWNER
632,313035046,313035046,13035046,other,other,1,13900,0,80200,0,500,N,1.02683414,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130350460000,38662,-154.9121704,19.46628252,N,AFFORDABLE RENTAL
633,313035047,313035047,13035047,other,other,1,15000,0,0,0,500,N,1.02435998,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130350470000,38663,-154.9121956,19.46600381,N,AGRICULTURAL
634,313037006,313037006,13037006,other,other,1,15000,0,225900,0,500,N,0.99818681,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130370060000,38664,-154.9168108,19.47441672,N,AGRICULTURAL
635,313037007,313037007,13037007,other,other,1,15000,0,0,0,500,N,1.00474507,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130370070000,38665,-154.9168345,19.47414353,N,AGRICULTURAL
636,313037008,313037008,13037008,other,other,1,13900,13900,73100,73100,500,Y,1.03441665,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130370080000,38666,-154.9168568,19.47386547,N,HOMEOWNER
637,313037009,313037009,13037009,other,other,1,15000,0,137900,0,500,N,1.00176887,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130370090000,38667,-154.9168792,19.47358756,N,AGRICULTURAL
638,313005032,313005032,13005032,other,other,0.5,17700,0,200,0,500,N,0.58385174,1353-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130050320000,38668,-154.9159619,19.44196269,N,AGRICULTURAL
639,313007018,313007018,13007018,other,other,5.136,18000,0,0,0,500,N,5.11759592,1353-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130070180000,38669,-154.8867741,19.45894652,N,AGRICULTURAL
